fecha	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	verbosity	seed	max_depth	min_gain_to_split	lambda_l1	lambda_l2	max_bin	num_iterations	force_row_wise	seed	learning_rate	feature_fraction	min_data_in_leaf	num_leaves	prob_corte	ganancia	iteracion
20220529 203819	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	426	TRUE	999983	0.0101266546597105	0.780376202532673	2987	16	0.0134661734042991	13360000	39
20220529 203955	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	482	TRUE	999983	0.0100962778242771	0.549212958314855	5723	113	0.0114776687418461	12954000	40
20220529 204107	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	167	TRUE	999983	0.0100167470843086	0.522348722993751	501	38	0.0162132331057353	13185000	41
20220529 204118	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	41	TRUE	999983	0.213949130505174	0.306984722425632	7812	17	0.0161733217816901	12930000	42
20220529 204259	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	569	TRUE	999983	0.0102516269025019	0.398402254026286	3928	115	0.0163240336443008	13699000	43
20220529 204309	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	26	TRUE	999983	0.29670200285309	0.282609921375714	7292	97	0.0146729268269526	12208000	44
20220529 204327	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	80	TRUE	999983	0.0891528945178834	0.354118326292749	6928	883	0.0155766756924844	12977000	45
20220529 204338	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	43	TRUE	999983	0.219829555935432	0.215318277922122	5090	782	0.0161134214666253	12949000	46
20220529 204349	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	17	TRUE	999983	0.187016008566002	0.565928465038655	6365	65	0.0224505128800756	12746000	47
20220529 204404	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	61	TRUE	999983	0.0894775880593728	0.684879360719961	3446	871	0.0151305820780722	13565000	48
20220529 204436	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	107	TRUE	999983	0.0352677790196124	0.495744342941096	3481	852	0.0161807407907797	13517000	49
20220529 204450	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	92	TRUE	999983	0.185392681456841	0.20755213978691	3968	17	0.0157577680986128	12671000	50
20220529 204516	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	34	TRUE	999983	0.0877196498311743	0.381627089536624	364	865	0.0141977865993057	12007000	51
20220529 204623	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	635	TRUE	999983	0.0101377828728362	0.933965147183445	2132	16	0.0224107764201635	12518000	52
20220529 204631	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	29	TRUE	999983	0.193930230737667	0.988620744140518	7991	881	0.0243464902886244	12552000	53
20220529 204641	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	46	TRUE	999983	0.188959903971375	0.989933553530776	6960	364	0.0162810121845893	12936000	54
20220529 204650	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	44	TRUE	999983	0.272761688395595	0.997027882415685	6606	974	0.0173468394084282	12902000	55
20220529 204659	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	26	TRUE	999983	0.252205165725694	0.905936813005804	7967	60	0.0185592678009939	12876000	56
20220529 204708	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	32	TRUE	999983	0.216800181325733	0.658318808381562	8000	973	0.0178598430991231	13274000	57
20220529 204720	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	44	TRUE	999983	0.180012462453218	0.376830150282282	6863	819	0.0168769730715162	12723000	58
20220529 204731	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	54	TRUE	999983	0.223738891205997	0.99332243987259	5920	875	0.0204095018410444	12495000	59
20220529 204845	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	666	TRUE	999983	0.0100689263946661	0.81228564999109	7978	17	0.0163604907904165	12991000	60
20220529 204853	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	25	TRUE	999983	0.244166643197396	0.64624268526882	7974	617	0.0163426608540134	13362000	61
20220529 205001	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	405	TRUE	999983	0.0100678536180356	0.80812430770411	3521	949	0.00838906583035308	11316000	62
20220529 205013	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	44	TRUE	999983	0.261680774581033	0.350435939227149	7996	1021	0.0165359286885522	12865000	63
20220529 205021	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	28	TRUE	999983	0.236402997665785	0.735461749453034	5623	18	0.0145806862534892	12615000	64
20220529 205129	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	524	TRUE	999983	0.0100555073790327	0.734123532853264	5426	215	0.0151753003922817	13242000	65
20220529 205255	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	794	TRUE	999983	0.0163437767425279	0.241377499089622	4800	16	0.0138160939377637	13476000	66
20220529 205313	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	87	TRUE	999983	0.0979486690787641	0.348099559223691	3430	17	0.0160064940461979	13562000	67
20220529 205355	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	177	TRUE	999983	0.020080218808413	0.43785735643854	7492	16	0.0217982608252957	12731000	68
20220529 205405	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	31	TRUE	999983	0.12448402849728	0.936481459105829	7988	25	0.0226485189175568	12347000	69
20220529 205414	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	20	TRUE	999983	0.299996507518243	0.59160327292149	3546	870	0.0160971621441677	12040000	70
20220529 205435	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	87	TRUE	999983	0.0923707582620861	0.40315100114094	3562	953	0.0160155812149692	13490000	71
20220529 205450	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	53	TRUE	999983	0.0821507463826001	0.928235517221207	2331	1024	0.016682016635823	13367000	72
20220529 205517	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	114	TRUE	999983	0.055002413638156	0.374797209791016	3262	778	0.0162129719088117	13384000	73
20220529 205527	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	46	TRUE	999983	0.129968056359411	0.834278952870653	3293	16	0.0169939099527025	12896000	74
20220529 205547	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	88	TRUE	999983	0.0860135908639477	0.358795766467229	4781	934	0.017030877354516	13381000	75
20220529 205601	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	56	TRUE	999983	0.0882358874771028	0.740286579834582	3201	837	0.0165620808172459	13349000	76
20220529 205721	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	406	TRUE	999983	0.0102399635810531	0.4194769241347	2512	16	0.0160378328960766	13473000	77
20220529 205739	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	50	TRUE	999983	0.0868815272054279	0.513743306713716	5087	23	0.0173315034046415	13317000	78
20220529 205926	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	755	TRUE	999983	0.0100242422164706	0.261472270433975	4928	394	0.0156066645912321	13444000	79
20220529 205947	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	60	TRUE	999983	0.0905325105272921	0.527987518544192	1955	17	0.0125906672752125	13180000	80
20220529 210001	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	67	TRUE	999983	0.0795478155773321	0.989864422146145	7375	1023	0.0156133756607213	12998000	81
20220529 210042	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	303	TRUE	999983	0.0100903584872333	0.998196419786021	33	16	0.0116842095473679	13088000	82
20220529 210058	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	25	TRUE	999983	0.226784028228164	0.516388359930304	7997	333	0.017384783339703	12826000	83
20220529 210108	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	46	TRUE	999983	0.233960289969151	0.875547539560287	7998	870	0.0155879731309006	13112000	84
20220529 210116	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	31	TRUE	999983	0.299331501236354	0.657154588784521	7997	872	0.0178070392375208	12876000	85
20220529 210248	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	464	TRUE	999983	0.0102959505007532	0.522945987373144	4381	17	0.017531629823674	13544000	86
20220529 210419	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	1086	TRUE	999983	0.0100866877976486	0.999756017860995	7999	558	0.0214182152639284	12623000	87
20220529 210626	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	1059	TRUE	999983	0.0100296573543431	0.313409349996526	6351	51	0.0171682160820231	13688000	88
20220529 210634	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	16	TRUE	999983	0.298396994525197	0.99963409455777	7981	371	0.0159636624174821	12550000	89
20220529 210642	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	30	TRUE	999983	0.263416124214469	0.696669903129774	7998	1022	0.0283650141238771	11675000	90
20220529 210652	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	51	TRUE	999983	0.180476391652375	0.995735447504612	7998	16	0.0121191772339197	12225000	91
20220529 210815	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	414	TRUE	999983	0.0100050012174208	0.999863983733681	1834	463	0.0152814252104281	13286000	92
20220529 210950	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	523	TRUE	999983	0.0100532164819301	0.396442400244629	7037	38	0.015249368754305	13547000	93
20220529 211008	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	88	TRUE	999983	0.0938336369304363	0.200546722059063	3323	78	0.0229457051927335	12717000	94
20220529 211025	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	105	TRUE	999983	0.0414770796342162	0.99997624687019	1433	16	0.0154393961525991	13038000	95
20220529 211044	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	59	TRUE	999983	0.085540530771369	0.461736967593389	3178	862	0.0158218748404313	13874000	96
20220529 211223	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	588	TRUE	999983	0.0101163404410162	0.574609268601064	5332	654	0.0161626090194924	13669000	97
20220529 211417	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	589	TRUE	999983	0.0100400909223136	0.533237407880194	3435	461	0.0221675449784434	12974000	98
20220529 211736	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	622	TRUE	999983	0.0100571624748945	0.202100742807655	5978	19	0.0299984487935847	11715000	99
20220529 211855	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	703	TRUE	999983	0.0100496637501279	0.997971013934755	5692	30	0.0163623149411463	12779000	100
20220529 211910	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	31	TRUE	999983	0.188066840150581	0.803565440733122	7997	502	0.0215268038529424	12826000	101
20220529 212021	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	432	TRUE	999983	0.0166229345155597	0.388601628380285	4874	60	0.0160149096204493	13871000	102
20220529 212044	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	110	TRUE	999983	0.0904127435417081	0.41303888497524	4273	853	0.0162219877101144	13259000	103
20220529 212104	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	61	TRUE	999983	0.0868424674206136	0.420043909398062	2238	874	0.01489665443411	13058000	104
20220529 212121	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	74	TRUE	999983	0.0784947097436354	0.616090831558732	5891	939	0.0171771838691904	13428000	105
20220529 212141	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	92	TRUE	999983	0.0853188058180177	0.259210910962539	3159	300	0.0170048874350908	13421000	106
20220529 212156	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	55	TRUE	999983	0.0852016248699881	0.586482682946207	3319	18	0.0135534478169528	13201000	107
20220529 212208	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	82	TRUE	999983	0.121551833736989	0.998488319799444	617	16	0.00995293416157286	12320000	108
20220529 212224	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	90	TRUE	999983	0.0846391790076355	0.216591901206559	7891	17	0.0165431098326022	12912000	109
20220529 212237	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	28	TRUE	999983	0.173180571410225	0.593510948399571	3294	599	0.0170588844551761	12523000	110
20220529 212248	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	56	TRUE	999983	0.135427038692554	0.665678685422781	7999	885	0.0161809236084895	13112000	111
20220529 212354	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	38	TRUE	999983	0.0390840545867612	0.99899582066169	169	1024	0.014276981440834	11204000	112
20220529 212444	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	304	TRUE	999983	0.0100871661373669	0.905457010177156	1545	17	0.0121793733776227	13020000	113
20220529 212500	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	66	TRUE	999983	0.0839656956929993	0.997771625325285	3092	1022	0.0122149912405894	12818000	114
20220529 212512	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	31	TRUE	999983	0.0890103902478443	0.200891346004295	6	16	0.0111836104038651	11257000	115
20220529 212528	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	53	TRUE	999983	0.12464810199215	0.477234711441351	2969	16	0.0176057459735184	12920000	116
20220529 212626	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	563	TRUE	999983	0.0102747731063237	0.655948770548136	7	17	0.0112519936759331	13362000	117
20220529 212638	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	56	TRUE	999983	0.240694439497134	0.220740466103045	5729	18	0.0181375034262101	12709000	118
20220529 212829	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	1027	TRUE	999983	0.0104361459310167	0.20169381045202	7924	979	0.0158808821403848	13471000	119
20220529 213008	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	583	TRUE	999983	0.011048881429162	0.521350614881982	7933	1008	0.0162999207034555	13406000	120
